TAID,Name,IUPAC Name,PubChem CID,Canonical SMILES,InChIKey,Toxicity Value
TOX-106,,"6,7-dichloro-1,3,5,10-tetrahydroimidazo[2,1-b]quinazolin-4-ium-2-one",148827880,O=C1CN2Cc3c(ccc(Cl)c3Cl)[NH+]=C2N1,OTBXOEAOVRKTNQ-UHFFFAOYSA-O,0
TOX-107,,"5-chloro-N-(4,5-dihydro-1H-imidazol-3-ium-2-yl)-2,1,3-benzothiadiazol-4-amine",24848343,Clc1ccc2nsnc2c1NC1=[NH+]CCN1,XFYDIVBRZNQMJC-UHFFFAOYSA-O,0
TOX-108,olsalazine(2-),2-carboxy-4-[(3-carboxy-4-oxidophenyl)diazenyl]phenolate,135459219,O=C([O-])c1cc(/N=N/c2ccc(O)c(C(=O)[O-])c2)ccc1O,QQBDLJCYGRGAKP-UHFFFAOYSA-L,0
TOX-109,(R)-noradrenaline(1+),"[(2R)-2-(3,4-dihydroxyphenyl)-2-hydroxyethyl]azanium",6921840,[NH3+]C[C@H](O)c1ccc(O)c(O)c1,SFLSHLFXELFNJZ-QMMMGPOBSA-O,0
TOX-110,niclosamide,5-chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxybenzamide,4477,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,0
TOX-111,,"(2,6-dioxocyclohexylidene)-[2-nitro-4-(trifluoromethyl)phenyl]methanolate",86306373,O=C1CCCC(=O)[C-]1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],PMHVFNYNPNKNRO-UHFFFAOYSA-M,0
TOX-112,,"2-carboxy-4-(2,4-difluorophenyl)phenolate",54687420,O=C([O-])c1cc(-c2ccc(F)cc2F)ccc1O,HUPFGZXOMWLGNK-UHFFFAOYSA-M,0
TOX-113,,"(2S)-2-azaniumyl-3-(3,4-dihydroxyphenyl)propanoate",6971033,[NH3+][C@@H](Cc1ccc(O)c(O)c1)C(=O)[O-],WTDRDQBEARUVNC-LURJTMIESA-N,0
TOX-114,tioconazole,"1-[2-[(2-chlorothiophen-3-yl)methoxy]-2-(2,4-dichlorophenyl)ethyl]imidazole",5482,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,QXHHHPZILQDDPS-UHFFFAOYSA-N,0
TOX-115,Tasisulam,"N-(5-bromothiophen-2-yl)sulfonyl-2,4-dichlorobenzamide",10160238,O=C(NS(=O)(=O)c1ccc(Br)s1)c1ccc(Cl)cc1Cl,WWONFUQGBVOKOF-UHFFFAOYSA-N,1
TOX-116,oxiconazole,"(Z)-1-(2,4-dichlorophenyl)-N-[(2,4-dichlorophenyl)methoxy]-2-imidazol-1-ylethanimine",5353853,Clc1ccc(CO/N=C(/Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,QRJJEGAJXVEBNE-HKOYGPOVSA-N,0
TOX-117,fluconazole,"2-(2,4-difluorophenyl)-1,3-bis(1,2,4-triazol-1-yl)propan-2-ol",3365,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,RFHAOTPXVQNOHP-UHFFFAOYSA-N,0
TOX-118,,"7-[(1S,5R)-6-azaniumyl-3-azabicyclo[3.1.0]hexan-3-yl]-1-(2,4-difluorophenyl)-6-fluoro-4-oxo-1,8-naphthyridine-3-carboxylate",11464175,[NH3+]C1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)[O-])cn4-c3ccc(F)cc3F)C[C@H]12,WVPSKSLAZQPAKQ-SOSAQKQKSA-N,0
TOX-119,,4-amino-2-carboxyphenolate,54675840,Nc1ccc(O)c(C(=O)[O-])c1,KBOPZPXVLCULAV-UHFFFAOYSA-M,0
TOX-120,,"(2S)-2-azaniumyl-3-[4-(4-hydroxy-3-iodophenoxy)-3,5-diiodophenyl]propanoate",7048703,[NH3+][C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-],AUYYCJSJGJYCDS-LBPRGKRZSA-N,0
TOX-121,,,,,,1
TOX-122,mitoxantrone,"1,4-dihydroxy-5,8-bis[2-(2-hydroxyethylamino)ethylamino]anthracene-9,10-dione",4212,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,KKZJGLLVHKMTCM-UHFFFAOYSA-N,1
TOX-123,,"(4R,4aS,7aR,12bS)-3-(cyclopropylmethyl)-4a,9-dihydroxy-1,2,3,4,5,6,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinolin-3-ium-7-one",23253567,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CC[NH+]3CC2CC2)[C@H]1O5,DQCKKXVULJGBQN-XFWGSAIBSA-O,0
TOX-124,,"(4R,4aS,7S,7aR,12bS)-3-(cyclobutylmethyl)-2,3,4,5,6,7,7a,13-octahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-3-ium-4a,7,9-triol",40467006,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)[NH+](CC2CCC2)CC[C@]314,NETZHAKZCGBWSS-CEDHKZHLSA-O,0
TOX-125,Ezetimibe,"(3R,4S)-1-(4-fluorophenyl)-3-[(3S)-3-(4-fluorophenyl)-3-hydroxypropyl]-4-(4-hydroxyphenyl)azetidin-2-one",150311,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,OLNTVTPDXPETLC-XPWALMASSA-N,0
TOX-126,baclofen zwitterion,4-azaniumyl-3-(4-chlorophenyl)butanoate,78422631,[NH3+]CC(CC(=O)[O-])c1ccc(Cl)cc1,KPYSYYIEGFHWSV-UHFFFAOYSA-N,0
TOX-127,,4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-ium-1-yl]-1-(4-fluorophenyl)butan-1-one,6956324,O=C(CCC[NH+]1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,LNEPOXFFQSENCJ-UHFFFAOYSA-O,0
TOX-128,,"(2S)-2-[[4-[[(6S)-2-amino-5-formyl-4-oxo-3,6,7,8-tetrahydropteridin-6-yl]methylamino]benzoyl]amino]pentanedioate",135398558,Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O,VVIAGPKUTFNRDU-STQMWFEESA-L,0
TOX-129,,"(2S)-2-[[4-[(2-amino-5-formyl-4-oxo-3,6,7,8-tetrahydropteridin-6-yl)methylamino]benzoyl]amino]pentanedioate",135823198,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O,VVIAGPKUTFNRDU-ABLWVSNPSA-L,0
TOX-130,folate(2-),(2S)-2-[[4-[(2-amino-4-oxo-3H-pteridin-6-yl)methylamino]benzoyl]amino]pentanedioate,135761165,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)cnc2[nH]1,OVBPIULPVIDEAO-LBPRGKRZSA-L,0
TOX-131,,2-[(4-aminobenzoyl)amino]acetate,3249988,Nc1ccc(C(=O)NCC(=O)[O-])cc1,HSMNQINEKMPTIC-UHFFFAOYSA-M,0
TOX-132,balsalazide(2-),3-[[4-[(3-carboxy-4-oxidophenyl)diazenyl]benzoyl]amino]propanoate,135920971,O=C([O-])CCNC(=O)c1ccc(N/N=C2/C=CC(=O)C(C(=O)[O-])=C2)cc1,IPOKCKJONYRRHP-UHFFFAOYSA-L,0
TOX-133,Keoxifene,[6-hydroxy-2-(4-hydroxyphenyl)-1-benzothiophen-3-yl]-[4-(2-piperidin-1-ium-1-ylethoxy)phenyl]methanone,15940170,O=C(c1ccc(OCC[NH+]2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,GZUITABIAKMVPG-UHFFFAOYSA-O,0
TOX-134,,"9-chloro-5-(4-hydroxyphenyl)-2,3,4,5-tetrahydro-1H-3-benzazepin-3-ium-7,8-diol",3340,Oc1ccc(C2C[NH2+]CCc3c2cc(O)c(O)c3Cl)cc1,TVURRHSHRRELCG-UHFFFAOYSA-O,0
TOX-135,dantrolene,"1-[(Z)-[5-(4-nitrophenyl)furan-2-yl]methylideneamino]imidazolidine-2,4-dione",5378825,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,OZOMQRBLCMDCEG-CHHVJCJISA-N,0
TOX-136,,(2S)-2-azaniumyl-3-[4-[bis(2-chloroethyl)amino]phenyl]propanoate,6918992,[NH3+][C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)[O-],SGDBTWWWUNNDEQ-LBPRGKRZSA-N,0
TOX-137,,(2S)-2-azaniumyl-3-(4-hydroxyphenyl)propanoate,6942100,[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-],OUYCCCASQSFEME-QMMMGPOBSA-N,0
TOX-138,,(4-sulfamoylphenyl)methylazanium,3745420,NS(=O)(=O)c1ccc(C[NH3+])cc1,TYMRLRRVMHJFTF-UHFFFAOYSA-O,0
TOX-139,pemetrexed(2-),"(2S)-2-[[4-[2-(2-amino-4-oxo-3,7-dihydropyrrolo[2,3-d]pyrimidin-5-yl)ethyl]benzoyl]amino]pentanedioate",135916113,Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c[nH]c2[nH]1,WBXPDJSOTKVWSJ-ZDUSSCGKSA-L,0
TOX-140,Pemetrexed,"(2S)-2-[[4-[2-(2-amino-4-oxo-3,7-dihydropyrrolo[2,3-d]pyrimidin-5-yl)ethyl]benzoyl]amino]pentanedioic acid",135410875,Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,WBXPDJSOTKVWSJ-ZDUSSCGKSA-N,1
TOX-141,,4-[4-[bis(2-chloroethyl)amino]phenyl]butanoate,5233031,O=C([O-])CCCc1ccc(N(CCCl)CCCl)cc1,JCKYGMPEJWAADB-UHFFFAOYSA-M,0
TOX-142,sulconazole,"1-[2-[(4-chlorophenyl)methylsulfanyl]-2-(2,4-dichlorophenyl)ethyl]imidazole",5318,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,AFNXATANNDIXLG-UHFFFAOYSA-N,0
TOX-143,dapsone,4-(4-aminophenyl)sulfonylaniline,2955,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,MQJKPEGWNLWLTK-UHFFFAOYSA-N,0
TOX-144,,[4-[4-(sulfinatomethylamino)phenyl]sulfonylanilino]methanesulfinate,9909185,O=S([O-])CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)[O-])cc2)cc1,NEDPPCHNEOMTJV-UHFFFAOYSA-L,0
TOX-145,hydroquinone,"benzene-1,4-diol",785,Oc1ccc(O)cc1,QIGBRXMKCJKVMJ-UHFFFAOYSA-N,0
TOX-146,CHLORPHENESIN CARBAMATE,[3-(4-chlorophenoxy)-2-hydroxypropyl] carbamate,2724,NC(=O)OCC(O)COc1ccc(Cl)cc1,SKPLBLUECSEIFO-UHFFFAOYSA-N,0
TOX-147,,[(4-chlorophenyl)sulfanyl-phosphonatomethyl]-dioxido-oxo-lambda5-phosphane,21705934,O=P([O-])([O-])C(Sc1ccc(Cl)cc1)P(=O)([O-])[O-],DKJJVAGXPKPDRL-UHFFFAOYSA-J,0
TOX-148,nicotinamide,pyridine-3-carboxamide,936,NC(=O)c1cccnc1,DFPAKSUCGFBDDF-UHFFFAOYSA-N,0
TOX-149,,"1,1-diphosphonato-2-pyridin-3-ylethanol",6992041,O=P([O-])([O-])C(O)(Cc1cccnc1)P(=O)([O-])[O-],IIDJRNMFWXDHID-UHFFFAOYSA-J,0
TOX-150,Pomalidomide,"4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione",134780,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,UVSMNLNDYGZFPF-UHFFFAOYSA-N,1
TOX-152,,4-chloro-2-(furan-2-ylmethylamino)-5-sulfamoylbenzoate,4739262,NS(=O)(=O)c1cc(C(=O)[O-])c(NCc2ccco2)cc1Cl,ZZUFCTLCJUWOSV-UHFFFAOYSA-M,0
TOX-153,,"1-[(Z)-(5-nitrofuran-2-yl)methylideneamino]imidazolidine-2,4-dione",5353830,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,NXFQHRVNIOXGAQ-OQFOIZHKSA-N,0
TOX-154,furazolidone,"3-[(Z)-(5-nitrofuran-2-yl)methylideneamino]-1,3-oxazolidin-2-one",5353636,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,PLHJDBGFXBMTGZ-UITAMQMPSA-N,0
TOX-155,,[(Z)-(5-nitrofuran-2-yl)methylideneamino]urea,5353356,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,IAIWVQXQOWNYOU-BAQGIRSFSA-N,0
TOX-156,cromoglycate(2-),5-[3-(2-carboxylato-4-oxochromen-5-yl)oxy-2-hydroxypropoxy]-4-oxochromene-2-carboxylate,2881,O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1,IMZMKUWMOSJXDT-UHFFFAOYSA-L,0
TOX-157,chloroxine,"5,7-dichloroquinolin-8-ol",2722,Oc1c(Cl)cc(Cl)c2cccnc12,WDFKMLRRRCGAKS-UHFFFAOYSA-N,0
TOX-158,clioquinol,5-chloro-7-iodoquinolin-8-ol,2788,Oc1c(I)cc(Cl)c2cccnc12,QCDFBFJGMNKBDO-UHFFFAOYSA-N,0
TOX-159,,"[2,8-bis(trifluoromethyl)quinolin-4-yl]-piperidin-1-ium-2-ylmethanol",44310002,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCC[NH2+]1,XEEQGYMUWCZPDN-UHFFFAOYSA-O,0
TOX-160,efavirenz,"(4S)-6-chloro-4-(2-cyclopropylethynyl)-4-(trifluoromethyl)-1H-3,1-benzoxazin-2-one",64139,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,XPOQHMRABVBWPR-ZDUSSCGKSA-N,0
TOX-161,,"bis[2-(6-fluoro-3,4-dihydro-2H-chromen-2-yl)-2-hydroxyethyl]azanium",74441500,OC(C[NH2+]CC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,KOHIRBRYDXPAMZ-UHFFFAOYSA-O,0
TOX-162,riluzole,"6-(trifluoromethoxy)-1,3-benzothiazol-2-amine",5070,Nc1nc2ccc(OC(F)(F)F)cc2s1,FTALBRSUTCGOEG-UHFFFAOYSA-N,0
TOX-163,cilostazol,"6-[4-(1-cyclohexyltetrazol-5-yl)butoxy]-3,4-dihydro-1H-quinolin-2-one",2754,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,RRGUKTPIGVIEKM-UHFFFAOYSA-N,0
TOX-164,Sertaconazole,"1-[2-[(7-chloro-1-benzothiophen-3-yl)methoxy]-2-(2,4-dichlorophenyl)ethyl]imidazole",65863,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,JLGKQTAYUIMGRK-UHFFFAOYSA-N,0
TOX-165,palonosetron(1+),"(3aS)-2-[(3S)-1-azoniabicyclo[2.2.2]octan-3-yl]-3a,4,5,6-tetrahydro-3H-benzo[de]isoquinolin-1-one",40466932,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1C[NH+]2CCC1CC2,CPZBLNMUGSZIPR-NVXWUHKLSA-O,0
TOX-166,,quinolin-8-ol,1923,Oc1cccc2cccnc12,MCJGNVYPOGVAJF-UHFFFAOYSA-N,0
TOX-167,mitotane,"1-chloro-2-[2,2-dichloro-1-(4-chlorophenyl)ethyl]benzene",4211,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,JWBOIMRXGHLCPP-UHFFFAOYSA-N,0
TOX-168,Talotrexin,"2-[[(4S)-4-carboxy-4-[[4-[(2,4-diaminopteridin-6-yl)methylamino]benzoyl]amino]butyl]carbamoyl]benzoic acid",130731,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1,NYQPLPNEESYGNO-IBGZPJMESA-N,1
TOX-169,lorazepam,"7-chloro-5-(2-chlorophenyl)-3-hydroxy-1,3-dihydro-1,4-benzodiazepin-2-one",3958,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,DIWRORZWFLOCLC-UHFFFAOYSA-N,0
TOX-170,,"2-[2-(4-carboxyphenyl)-5-(2-hydroxyphenyl)-1,2,4-triazol-3-yl]phenolate",153867833,O=C([O-])c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,BOFQWVMAQOTZIW-UHFFFAOYSA-M,0
TOX-171,clonazepam,"5-(2-chlorophenyl)-7-nitro-1,3-dihydro-1,4-benzodiazepin-2-one",2802,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,DGBIGWXXNGSACT-UHFFFAOYSA-N,0
TOX-172,quazepam,"7-chloro-5-(2-fluorophenyl)-1-(2,2,2-trifluoroethyl)-3H-1,4-benzodiazepine-2-thione",4999,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,IKMPWMZBZSAONZ-UHFFFAOYSA-N,0
TOX-173,diclofenac(1-),"2-[2-(2,6-dichloroanilino)phenyl]acetate",3032,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,DCOPUUMXTXDBNB-UHFFFAOYSA-M,0
TOX-174,,2-[1-(azaniumylmethyl)cyclohexyl]acetate,6919078,[NH3+]CC1(CC(=O)[O-])CCCCC1,UGJMXCAKCUNAIE-UHFFFAOYSA-N,0
TOX-175,phenazopyridine,"3-phenyldiazenylpyridine-2,6-diamine",4756,Nc1ccc(/N=N/c2ccccc2)c(N)n1,QPFYXYFORQJZEC-UHFFFAOYSA-N,0
TOX-176,cefonicid(2-),"(6R,7R)-7-[[(2R)-2-hydroxy-2-phenylacetyl]amino]-8-oxo-3-[[1-(sulfonatomethyl)tetrazol-5-yl]sulfanylmethyl]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",24868268,O=C([O-])C1=C(CSc2nnnn2CS(=O)(=O)[O-])CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12,DYAIAHUQIPBDIP-AXAPSJFSSA-L,0
TOX-177,loracarbef zwitterion,"(6R,7S)-7-[[(2R)-2-azaniumyl-2-phenylacetyl]amino]-3-chloro-8-oxo-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",44311686,[NH3+][C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Cl)CC[C@H]12)c1ccccc1,JAPHQRWPEGVNBT-UTUOFQBUSA-N,0
TOX-178,,2-[2-[4-[(R)-(4-chlorophenyl)-phenylmethyl]piperazin-1-ium-1-yl]ethoxy]acetate,28145931,O=C([O-])COCC[NH+]1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,ZKLPARSLTMPFCP-OAQYLSRUSA-N,0
TOX-179,,2-[2-[4-[(4-chlorophenyl)-phenylmethyl]piperazin-1-ium-1-yl]ethoxy]acetate,74548902,O=C([O-])COCC[NH+]1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,ZKLPARSLTMPFCP-UHFFFAOYSA-N,0
TOX-180,,2-[2-[4-[(4-chlorophenyl)-phenylmethyl]piperazin-1-ium-1-yl]ethoxy]ethanol,74548900,OCCOCC[NH+]1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,ZQDWXGKKHFNSQK-UHFFFAOYSA-O,0
TOX-181,,"2-[(3S)-1-[2-(2,3-dihydro-1-benzofuran-5-yl)ethyl]pyrrolidin-1-ium-3-yl]-2,2-diphenylacetamide",38988098,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CC[NH+](CCc2ccc3c(c2)CCO3)C1,HXGBXQDTNZMWGS-RUZDIDTESA-O,0
TOX-182,Flotros,"spiro[8-azoniabicyclo[3.2.1]octane-8,1'-azolidin-1-ium]-3-yl 2-hydroxy-2,2-diphenylacetate",5596,O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,OYYDSUSKLWTMMQ-UHFFFAOYSA-N,0
TOX-183,clotrimazole,1-[(2-chlorophenyl)-diphenylmethyl]imidazole,2812,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,VNFPBHJOKIVQEB-UHFFFAOYSA-N,0
TOX-184,modafinil,2-benzhydrylsulfinylacetamide,4236,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,YFGHCGITMMYXAQ-UHFFFAOYSA-N,0
TOX-185,,1-cyclohexyl-1-phenyl-3-pyrrolidin-1-ium-1-ylpropan-1-ol,78422661,OC(CC[NH+]1CCCC1)(c1ccccc1)C1CCCCC1,WYDUSKDSKCASEF-UHFFFAOYSA-O,0
TOX-186,,1-(2-bicyclo[2.2.1]hept-5-enyl)-1-phenyl-3-piperidin-1-ium-1-ylpropan-1-ol,74580256,OC(CC[NH+]1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,YSXKPIUOCJLQIE-UHFFFAOYSA-O,0
TOX-187,,1-cyclohexyl-1-phenyl-3-piperidin-1-ium-1-ylpropan-1-ol,78432779,OC(CC[NH+]1CCCCC1)(c1ccccc1)C1CCCCC1,HWHLPVGTWGOCJO-UHFFFAOYSA-O,0
TOX-188,,"1,1-diphenyl-4-piperidin-1-ium-1-ylbutan-1-ol",6973656,OC(CCC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1,OGAKLTJNUQRZJU-UHFFFAOYSA-O,0
TOX-189,felbamate,(3-carbamoyloxy-2-phenylpropyl) carbamate,3331,NC(=O)OCC(COC(N)=O)c1ccccc1,WKGXYQFOCVYPAC-UHFFFAOYSA-N,0
TOX-190,benzoate,benzoate,242,O=C([O-])c1ccccc1,WPYMKLBDIGXBTP-UHFFFAOYSA-M,0
TOX-191,Nepafenac,2-(2-amino-3-benzoylphenyl)acetamide,151075,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,QEFAQIPZVLVERP-UHFFFAOYSA-N,0
TOX-192,,4-[[2-benzamido-3-(4-hydroxyphenyl)propanoyl]amino]benzoate,4173129,O=C([O-])c1ccc(NC(=O)C(Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1,SPPTWHFVYKCNNK-UHFFFAOYSA-M,0
TOX-193,,2-benzamidoacetate,4402710,O=C([O-])CNC(=O)c1ccccc1,QIAFMBKCNZACKA-UHFFFAOYSA-M,0
TOX-194,triamterene,"6-phenylpteridine-2,4,7-triamine",5546,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,FNYLWPVRPXGIIP-UHFFFAOYSA-N,0
TOX-195,phenindione,"2-phenylindene-1,3-dione",4760,O=C1c2ccccc2C(=O)C1c1ccccc1,NFBAXHOPROOJAW-UHFFFAOYSA-N,0
TOX-196,clorazepic acid anion,"7-chloro-2-oxo-5-phenyl-1,3-dihydro-1,4-benzodiazepine-3-carboxylate",46224572,O=C([O-])C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,XDDJGVMJFWAHJX-UHFFFAOYSA-M,0
TOX-197,oxazepam,"7-chloro-3-hydroxy-5-phenyl-1,3-dihydro-1,4-benzodiazepin-2-one",4616,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,ADIMAYPTOBDMTL-UHFFFAOYSA-N,0
TOX-198,Halazepam,"7-chloro-5-phenyl-1-(2,2,2-trifluoroethyl)-3H-1,4-benzodiazepin-2-one",31640,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,WYCLKVQLVUQKNZ-UHFFFAOYSA-N,0
TOX-199,phenylacetate,2-phenylacetate,4409936,O=C([O-])Cc1ccccc1,WLJVXDMOQOGPHL-UHFFFAOYSA-M,0
TOX-200,phenacemide,N-carbamoyl-2-phenylacetamide,4753,NC(=O)NC(=O)Cc1ccccc1,XPFRXWCVYUEORT-UHFFFAOYSA-N,0
TOX-201,,"2-benzyl-4,5-dihydro-1H-imidazol-3-ium",6927356,c1ccc(CC2=[NH+]CCN2)cc1,JIVZKJJQOZQXQB-UHFFFAOYSA-O,0
TOX-202,BENDROFLUMETHIAZIDE,"3-benzyl-1,1-dioxo-6-(trifluoromethyl)-3,4-dihydro-2H-1lambda6,2,4-benzothiadiazine-7-sulfonamide",2315,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,HDWIHXWEUNVBIY-UHFFFAOYSA-N,0
TOX-203,,4-phenylbutanoate,22053264,O=C([O-])CCCc1ccccc1,OBKXEAXTFZPCHS-UHFFFAOYSA-M,0
TOX-204,Phenelzine,2-phenylethylhydrazine,3675,NNCCc1ccccc1,RMUCZJUITONUFY-UHFFFAOYSA-N,0
TOX-205,,"N-benzyl-N-(4,5-dihydro-1H-imidazol-3-ium-2-ylmethyl)aniline",5257187,c1ccc(CN(CC2=[NH+]CCN2)c2ccccc2)cc1,REYFJDPCWQRWAA-UHFFFAOYSA-O,0
TOX-206,BENZYL BENZOATE,benzyl benzoate,2345,O=C(OCc1ccccc1)c1ccccc1,SESFRYSPDFLNCH-UHFFFAOYSA-N,0
TOX-207,Monobenzone,4-phenylmethoxyphenol,7638,Oc1ccc(OCc2ccccc2)cc1,VYQNWZOUAUKGHI-UHFFFAOYSA-N,0
TOX-208,,(4-aminophenyl)sulfonyl-(2-phenylpyrazol-3-yl)azanide,51371732,Nc1ccc(S(=O)([O-])=Nc2ccnn2-c2ccccc2)cc1,MLQNXZIAPYTJLZ-UHFFFAOYSA-N,0
TOX-209,Vorinostat,N'-hydroxy-N-phenyloctanediamide,5311,O=C(CCCCCCC(=O)Nc1ccccc1)NO,WAEXFXRVDQXREF-UHFFFAOYSA-N,1
TOX-210,lomustine,1-(2-chloroethyl)-3-cyclohexyl-1-nitrosourea,3950,O=NN(CCCl)C(=O)NC1CCCCC1,GQYIWUVLTXOXAJ-UHFFFAOYSA-N,0
TOX-211,Belinostat,(E)-N-hydroxy-3-[3-(phenylsulfamoyl)phenyl]prop-2-enamide,6918638,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,NCNRHFGMJRPRSK-MDZDMXLPSA-N,1
TOX-212,,phenyl 4-amino-2-hydroxybenzoate,8609,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,DNVVZWSVACQWJE-UHFFFAOYSA-N,0
TOX-213,guanadrel(1+),"diaminomethylidene(1,4-dioxaspiro[4.5]decan-3-ylmethyl)azanium",45934626,NC(N)=[NH+]CC1COC2(CCCCC2)O1,HPBNRIOWIXYZFK-UHFFFAOYSA-O,0
TOX-214,,"3-[1-[4,4-bis(4-fluorophenyl)butyl]piperidin-1-ium-4-yl]-1H-benzimidazol-2-one",28360962,O=c1[nH]c2ccccc2n1C1CC[NH+](CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,YVUQSNJEYSNKRX-UHFFFAOYSA-O,0
